method,total_cnot_budget,trial_id,shots_per_evaluation,schedule_cx_cost,selected_theta_1,selected_theta_2,reported_best_score,selected_true_score,dense_grid_optimum_score,regret
split,31622.776601683792,83,96,328.0,0.7853981633974483,0.0,0.44996638229598795,0.3674350190691779,0.46117153202478534,0.09373651295560742
split,31622.776601683792,84,96,328.0,-0.39269908169872414,0.39269908169872414,0.5053586311949205,0.39327164940875275,0.46117153202478534,0.06789988261603258
split,31622.776601683792,85,96,328.0,-0.39269908169872414,0.0,0.486397351846401,0.4426683614663711,0.46117153202478534,0.018503170558414217
split,31622.776601683792,86,96,328.0,-0.39269908169872414,-0.39269908169872414,0.4231697900087322,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,31622.776601683792,87,96,328.0,-0.39269908169872414,0.0,0.4990230962060642,0.4426683614663711,0.46117153202478534,0.018503170558414217
split,31622.776601683792,88,96,328.0,-0.39269908169872414,0.0,0.4669850939365562,0.4426683614663711,0.46117153202478534,0.018503170558414217
split,31622.776601683792,89,96,328.0,0.0,0.0,0.42534355284952435,0.45492833810007927,0.46117153202478534,0.00624319392470607
split,31622.776601683792,90,96,328.0,-0.39269908169872414,-0.39269908169872414,0.43164061398973164,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,31622.776601683792,91,96,328.0,0.0,-0.39269908169872414,0.4841580770936892,0.45440492458022935,0.46117153202478534,0.006766607444555983
split,31622.776601683792,92,96,328.0,0.39269908169872414,-0.39269908169872414,0.4066763831937884,0.41609367348466614,0.46117153202478534,0.0450778585401192
split,31622.776601683792,93,96,328.0,-0.39269908169872414,-0.39269908169872414,0.38732185881260217,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,31622.776601683792,94,96,328.0,0.0,-0.39269908169872414,0.4688061598330914,0.45440492458022935,0.46117153202478534,0.006766607444555983
split,31622.776601683792,95,96,328.0,-0.39269908169872414,-0.39269908169872414,0.43670986051082433,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,50118.72336272725,0,152,328.0,0.0,0.0,0.36068314025374254,0.45492833810007927,0.46117153202478534,0.00624319392470607
